Season,TeamID,GamesPlayed,Wins,AvgScore,AvgFGP,Avg3PP,AvgFT,AvgORP,AvgDRP,AvgASTTO,AvgNetRtg
2010,3102,28,12,51.82142857142857,0.36434216783892637,0.28145286233209044,0.6845891954817286,0.39193621580580984,0.6080637841941902,0.7073481657871058,68.07178366114213
2010,3103,30,16,62.233333333333334,0.40534649755945,0.3216132064131459,0.7043292249906202,0.3678980094356166,0.6321019905643833,0.7714156623054187,76.17971996203342
2010,3104,29,15,64.13793103448276,0.4007698992760805,0.31261971379050996,0.6211090962177919,0.3567006014799893,0.6432993985200107,0.7131356303877898,72.23782363393448
2010,3105,27,11,60.77777777777778,0.4077134810150222,0.3087312892868448,0.6941341969656586,0.3649845889572654,0.6350154110427346,0.39648755465645835,70.45658008332605
2010,3106,29,14,55.13793103448276,0.3521294635909255,0.29069601797796524,0.6421892050702539,0.3719492026807588,0.6280507973192412,0.628757260971061,66.1700184062497
2010,3107,30,18,56.4,0.3342663550374235,0.2815471625716136,0.6295709174257564,0.3728884969053573,0.6271115030946427,0.6305691449758619,66.51185416401229
2010,3108,28,14,60.357142857142854,0.34518424200860615,0.29393595339874257,0.632147343961819,0.43448419772492464,0.5655158022750754,0.5277743868017265,66.30243599105499
2010,3110,21,11,60.42857142857143,0.3995504782199683,0.31191841927136044,0.7404375312575228,0.3528446262310669,0.6471553737689332,0.8467202069557221,78.99796968985632
2010,3111,31,16,66.41935483870968,0.4355246182495499,0.32990773776752,0.6226307845216456,0.3411745055221812,0.6588254944778187,0.7974685077667882,75.7461740970908
2010,3112,31,12,65.41935483870968,0.4213976994531216,0.3066758799918193,0.6783619881111077,0.3093707855760591,0.6906292144239408,0.673162827736382,78.19182340835312
2010,3113,30,14,62.56666666666667,0.42119682118805085,0.2981601269101269,0.6835323092370306,0.38334122401256215,0.6166587759874378,0.7487148928208661,75.40545799143233
2010,3114,32,16,66.84375,0.4478198592531913,0.32250292599557306,0.6897656270626219,0.33600636540688444,0.6639936345931156,1.57707738799191,87.02752662579817
2010,3115,30,15,63.36666666666667,0.3770502829911199,0.26233687658990523,0.6721706972397765,0.38891610528717935,0.6110838947128207,0.5299750559026033,69.68524735425147
2010,3116,30,14,64.93333333333334,0.4013671981254124,0.3041939198086728,0.6837225649757805,0.3391224808155876,0.6608775191844124,0.7634903162342922,75.68413345106319
2010,3117,30,16,65.03333333333333,0.3812393900337454,0.295748556998557,0.6438522768332025,0.3872569302495469,0.612743069750453,0.6703541208919456,72.07074340492058
2010,3119,24,11,52.291666666666664,0.35809698029404397,0.26788161314090103,0.6733635278524734,0.34193818488990346,0.6580618151100965,0.6233303014494965,68.31866669114385
2010,3120,31,15,61.83870967741935,0.42106324130431494,0.3131076687940265,0.5760502741719226,0.3870069679380706,0.6129930320619293,0.8882206921523093,76.14728606920993
2010,3122,32,17,66.1875,0.388526125733493,0.27538522547713723,0.6836381120059821,0.35397115451811545,0.6460288454818846,0.5913240607962981,75.35548851158914
2010,3123,31,12,67.06451612903226,0.4218686664007165,0.33337372228438844,0.7214784093038733,0.3398299528954619,0.6601700471045382,0.7520320949252144,79.42545874262801
2010,3124,32,11,72.09375,0.46236737904738623,0.3028763953517243,0.7289754741153986,0.28230032242704034,0.7176996775729597,0.9609896601429466,85.71868553138252
2010,3125,29,19,64.6896551724138,0.36383023258900293,0.30764392833141935,0.6924192165028474,0.311049787684847,0.6889502123151531,0.9464228732964721,77.87153270041803
2010,3126,28,16,60.464285714285715,0.37428495375984977,0.34194731214163987,0.6483000468910383,0.3352959869053557,0.6647040130946442,0.6020838566980136,69.92980332618907
2010,3127,30,14,61.46666666666667,0.3844711782056759,0.35515979815016324,0.6332858690070293,0.3635293751557334,0.6364706248442665,0.8604294691949491,76.09719551881842
2010,3129,30,17,70.16666666666667,0.402429548582507,0.2939295549211644,0.703334022428209,0.3517629678676047,0.6482370321323953,0.7622588674815386,79.06352024974133
2010,3130,32,15,69.0,0.4415229597376664,0.3388649823067519,0.7661715635090669,0.3477484119160242,0.6522515880839759,0.9023585002274408,83.46114706122988
2010,3131,30,16,64.83333333333333,0.3712806198052464,0.33351047770798076,0.6645073218844704,0.2964441628584202,0.7035558371415799,0.9486061349544682,77.39665620246926
2010,3132,33,17,73.72727272727273,0.43010296058149783,0.38516049631740784,0.7632926314995973,0.3385604686085515,0.6614395313914485,1.0262636339747233,89.0869607934793
2010,3133,29,14,62.93103448275862,0.4234308950642007,0.3194294749647143,0.5930173186084097,0.3423347627082116,0.6576652372917885,0.6853758446708579,74.16449692472577
2010,3135,28,17,53.32142857142857,0.32538008803001167,0.2333290266507461,0.706648722778892,0.3761451693094468,0.6238548306905533,0.5575881109579526,63.661014393452646
2010,3136,29,14,63.58620689655172,0.3780716734280401,0.3402459774961643,0.6780932899139512,0.3531308099586723,0.6468691900413277,0.7059822586205099,72.94088108317266
2010,3137,19,10,52.63157894736842,0.40601575218408853,0.3013635916886691,0.5691408130464531,0.330594363258459,0.669405636741541,0.5700042648965877,66.6032480170976
2010,3138,30,13,62.63333333333333,0.40159073059746636,0.3190383214597779,0.6800221301524194,0.37285889973787706,0.6271411002621229,0.6690427525514291,73.67864182553261
2010,3139,32,17,67.78125,0.4359922395621604,0.3050506584856872,0.7120211343727145,0.3223740387715484,0.6776259612284516,0.9290991606300488,84.08004859412216
2010,3140,29,18,65.13793103448276,0.4260540746372388,0.35273312568124143,0.6797295324516234,0.3417402311748235,0.6582597688251766,1.1240477313026964,80.66618846599437
2010,3141,29,13,72.20689655172414,0.40468721619605613,0.3183885633346369,0.7369905423244812,0.3666527489994632,0.6333472510005367,0.8073724966760648,81.37772838166399
2010,3142,29,13,71.75862068965517,0.44879550950040636,0.3844086868731899,0.6615946539565662,0.32844748151934705,0.671552518480653,1.1017764883904597,83.89403820304375
2010,3143,31,16,65.41935483870968,0.3945706876243815,0.2448331843602231,0.6472849138008456,0.41522514944144134,0.5847748505585587,0.7169420230674839,75.93490136228374
2010,3144,29,14,64.65517241379311,0.4064527854215012,0.30732607768611825,0.6714469413969426,0.3616753576521903,0.6383246423478098,0.7267762619918431,73.72778425814035
2010,3145,31,13,55.516129032258064,0.34842230266219204,0.33458677299531564,0.7165657773553162,0.3322253297187822,0.6677746702812177,0.7827164699118658,70.76506497432769
2010,3146,25,13,72.72,0.39081963636472244,0.2961171464551462,0.7431052914294809,0.3516965444639131,0.6483034555360869,0.6684271614477564,81.53790606813351
2010,3147,29,15,47.758620689655174,0.34365845824235053,0.30928572003431243,0.662420206035024,0.3323176047262752,0.6676823952737249,0.41070975990725966,60.06303852090879
2010,3148,30,17,59.766666666666666,0.38666226963581335,0.28917826113488054,0.6855764657127451,0.34804965973999014,0.6519503402600099,0.694544850284149,72.0636223664177
2010,3149,27,15,64.74074074074075,0.3773921945212158,0.3180756095338168,0.6855620915133271,0.3360094467201058,0.6639905532798942,0.6280845879323194,77.26935989141757
2010,3150,30,17,62.7,0.38834238526088066,0.298231166981167,0.6656762272623986,0.3794951015887022,0.6205048984112977,0.8125185927040577,72.24150215464516
2010,3151,32,14,67.28125,0.40619160308046,0.35482432998540075,0.7238526871050648,0.29812931831367606,0.7018706816863239,0.8743092808947589,83.6058744362661
2010,3152,27,13,61.77777777777778,0.415923718823035,0.38879018340949306,0.6514410820648139,0.3556480669825581,0.6443519330174419,0.7617789282646898,75.26658909886508
2010,3153,29,16,56.689655172413794,0.3863565862321543,0.3181537590759197,0.6825532732987094,0.30650141783451024,0.6934985821654898,0.8055393787401158,75.68790485496639
2010,3155,31,15,63.45161290322581,0.3805230729554926,0.2692507595133638,0.6490047618161175,0.3839985172492922,0.6160014827507079,0.7752774411960731,70.27849854514474
2010,3156,31,13,66.64516129032258,0.4153684327940365,0.2936827724162499,0.7006963642373896,0.3593419598373427,0.6406580401626573,0.9661928463194317,80.59944526285223
2010,3157,26,15,54.65384615384615,0.373173836743126,0.3432620685657123,0.7132690429208997,0.3166324628450384,0.6833675371549616,0.6487702365773103,71.86484923226807
2010,3158,27,13,63.407407407407405,0.4037602306827784,0.34073635503098615,0.6549481373799112,0.3353713326348302,0.6646286673651697,0.849100293559827,78.37780733811307
