Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,Wins,AvgScore,AvgFGP,Avg3PP,AvgFT,AvgORP,AvgDRP,AvgASTTO,AvgNetRtg,Wins_L,AvgScore_L,AvgFGP_L,Avg3PP_L,AvgFT_L,AvgORP_L,AvgDRP_L,AvgASTTO_L,AvgNetRtg_L
2003,10,1104,68,1328,62,N,0,17,74.70588235294117,0.4145516426849209,0.3227902451340492,0.7112411888768186,0.3313138651000968,0.6686861348999031,0.9158143809181684,84.92289083933953,24,74.91666666666667,0.4342087319494163,0.3804502709012186,0.6934706788467472,0.315179337562413,0.6848206624375871,1.0127059804305112,87.98948713097441
2003,10,1272,70,1393,63,N,0,23,74.82608695652173,0.4189345514842644,0.3296337262367291,0.6295888165655009,0.340739911680198,0.6592600883198019,1.086622673183241,83.25782558085528,24,83.625,0.4360165650369543,0.3229367956702819,0.6958193593712628,0.3693878328890903,0.6306121671109096,1.204215865501025,88.16367538868529
2003,11,1266,73,1437,61,N,0,23,79.26086956521739,0.4447075240624137,0.3491676459558695,0.7315203083373134,0.3766735678286651,0.6233264321713349,1.152119445444522,90.94016285781608,15,80.06666666666666,0.4310932183021386,0.3813433714442117,0.6808560356769677,0.3567227690195479,0.643277230980452,0.8456294922661146,85.75037567012471
2003,11,1296,56,1457,50,N,0,17,72.76470588235294,0.4348923298226621,0.3318173783081678,0.6721189539278971,0.3557342295323499,0.6442657704676501,0.8200197066840782,86.50747521936026,18,74.94444444444444,0.435850866417019,0.3612264480942165,0.6631502014589886,0.3351596713995059,0.6648403286004941,0.7817400406172139,86.47419118213881
2003,11,1400,77,1208,71,N,0,22,78.22727272727273,0.4270759996916097,0.3273227146440451,0.6732201061781944,0.3759461963884715,0.6240538036115285,0.9155315594580632,85.16152205265679,19,82.21052631578948,0.4491810728262096,0.3450548859528439,0.713548105367497,0.3351068573209836,0.6648931426790163,1.3752443093399578,92.05392697129018
2003,11,1458,81,1186,55,H,0,22,73.72727272727273,0.453083622638359,0.3362222357693332,0.7361961016088956,0.3002028752968582,0.6997971247031418,1.0534290006883589,90.34833817259783,17,75.0,0.4603585157457218,0.3512581003324483,0.7138143049298703,0.3231103542544796,0.6768896457455204,0.7918122085452941,87.66029091078862
2003,12,1161,80,1236,62,H,0,17,79.3529411764706,0.4670032739569196,0.3275786277174699,0.6937914258416199,0.345511527742354,0.654488472257646,1.1033757472483647,91.3676841711864,9,76.88888888888889,0.4551487567331695,0.3207435446168842,0.6871716991239444,0.2818086087589153,0.7181913912410846,1.0179256201315026,90.82612564776964
2003,12,1186,75,1457,61,N,0,17,75.0,0.4603585157457218,0.3512581003324483,0.7138143049298703,0.3231103542544796,0.6768896457455204,0.7918122085452941,87.66029091078862,18,74.94444444444444,0.435850866417019,0.3612264480942165,0.6631502014589886,0.3351596713995059,0.6648403286004941,0.7817400406172139,86.47419118213881
2003,12,1194,71,1156,66,N,0,6,75.16666666666667,0.4232712523657047,0.3291089136804146,0.6425935811574109,0.3388226162885417,0.6611773837114583,0.7781651622114455,81.91542901256226,8,72.25,0.4325237249947558,0.3783599556142126,0.6896543696695827,0.3478409490406394,0.6521590509593606,0.9722214366515836,86.35894599713524
2003,12,1458,84,1296,56,H,0,22,73.72727272727273,0.453083622638359,0.3362222357693332,0.7361961016088956,0.3002028752968582,0.6997971247031418,1.0534290006883589,90.34833817259783,17,72.76470588235294,0.4348923298226621,0.3318173783081678,0.6721189539278971,0.3557342295323499,0.6442657704676501,0.8200197066840782,86.50747521936026
